note_str,instrument,pitch,velocity,n_frames
string_acoustic_076-053-050,string_acoustic_076,53,50,38
string_acoustic_076-053-075,string_acoustic_076,53,75,38
string_acoustic_076-053-100,string_acoustic_076,53,100,38
string_acoustic_076-053-127,string_acoustic_076,53,127,38
string_acoustic_077-053-025,string_acoustic_077,53,25,38
string_acoustic_077-053-050,string_acoustic_077,53,50,38
string_acoustic_077-053-075,string_acoustic_077,53,75,38
string_acoustic_077-053-100,string_acoustic_077,53,100,38
string_acoustic_077-053-127,string_acoustic_077,53,127,38
string_acoustic_082-053-025,string_acoustic_082,53,25,38
string_acoustic_082-053-050,string_acoustic_082,53,50,38
string_acoustic_082-053-075,string_acoustic_082,53,75,38
string_acoustic_082-053-100,string_acoustic_082,53,100,38
string_acoustic_082-053-127,string_acoustic_082,53,127,38
string_acoustic_083-053-025,string_acoustic_083,53,25,38
string_acoustic_083-053-050,string_acoustic_083,53,50,38
string_acoustic_083-053-075,string_acoustic_083,53,75,38
string_acoustic_083-053-100,string_acoustic_083,53,100,38
string_acoustic_083-053-127,string_acoustic_083,53,127,38
string_acoustic_084-053-100,string_acoustic_084,53,100,27
string_acoustic_086-053-025,string_acoustic_086,53,25,38
string_acoustic_086-053-050,string_acoustic_086,53,50,38
string_acoustic_086-053-075,string_acoustic_086,53,75,38
string_acoustic_086-053-100,string_acoustic_086,53,100,38
string_acoustic_086-053-127,string_acoustic_086,53,127,38
string_acoustic_087-053-025,string_acoustic_087,53,25,38
string_acoustic_087-053-050,string_acoustic_087,53,50,38
string_acoustic_087-053-075,string_acoustic_087,53,75,38
string_acoustic_087-053-100,string_acoustic_087,53,100,38
string_acoustic_087-053-127,string_acoustic_087,53,127,38
string_acoustic_089-053-025,string_acoustic_089,53,25,38
string_acoustic_089-053-050,string_acoustic_089,53,50,38
string_acoustic_089-053-075,string_acoustic_089,53,75,38
string_acoustic_089-053-100,string_acoustic_089,53,100,38
string_acoustic_089-053-127,string_acoustic_089,53,127,38
string_acoustic_000-054-025,string_acoustic_000,54,25,38
string_acoustic_000-054-050,string_acoustic_000,54,50,38
string_acoustic_000-054-075,string_acoustic_000,54,75,38
string_acoustic_000-054-100,string_acoustic_000,54,100,35
string_acoustic_000-054-127,string_acoustic_000,54,127,35
string_acoustic_001-054-025,string_acoustic_001,54,25,38
string_acoustic_001-054-050,string_acoustic_001,54,50,38
string_acoustic_001-054-075,string_acoustic_001,54,75,38
string_acoustic_001-054-100,string_acoustic_001,54,100,38
string_acoustic_001-054-127,string_acoustic_001,54,127,38
string_acoustic_002-054-025,string_acoustic_002,54,25,38
string_acoustic_002-054-050,string_acoustic_002,54,50,38
string_acoustic_002-054-075,string_acoustic_002,54,75,35
string_acoustic_002-054-100,string_acoustic_002,54,100,38
string_acoustic_002-054-127,string_acoustic_002,54,127,38
string_acoustic_007-054-025,string_acoustic_007,54,25,38
string_acoustic_007-054-050,string_acoustic_007,54,50,38
string_acoustic_007-054-075,string_acoustic_007,54,75,38
string_acoustic_007-054-100,string_acoustic_007,54,100,38
string_acoustic_007-054-127,string_acoustic_007,54,127,38
string_acoustic_008-054-025,string_acoustic_008,54,25,38
string_acoustic_008-054-050,string_acoustic_008,54,50,38
string_acoustic_008-054-075,string_acoustic_008,54,75,38
string_acoustic_008-054-100,string_acoustic_008,54,100,38
string_acoustic_008-054-127,string_acoustic_008,54,127,38
string_acoustic_009-054-025,string_acoustic_009,54,25,38
string_acoustic_009-054-050,string_acoustic_009,54,50,38
string_acoustic_009-054-075,string_acoustic_009,54,75,38
string_acoustic_009-054-100,string_acoustic_009,54,100,38
string_acoustic_009-054-127,string_acoustic_009,54,127,38
string_acoustic_011-054-025,string_acoustic_011,54,25,38
string_acoustic_011-054-050,string_acoustic_011,54,50,38
string_acoustic_011-054-075,string_acoustic_011,54,75,38
string_acoustic_011-054-100,string_acoustic_011,54,100,38
string_acoustic_011-054-127,string_acoustic_011,54,127,38
string_acoustic_013-054-025,string_acoustic_013,54,25,38
string_acoustic_013-054-050,string_acoustic_013,54,50,38
string_acoustic_013-054-075,string_acoustic_013,54,75,38
string_acoustic_013-054-100,string_acoustic_013,54,100,38
string_acoustic_013-054-127,string_acoustic_013,54,127,38
string_acoustic_015-054-025,string_acoustic_015,54,25,38
string_acoustic_015-054-050,string_acoustic_015,54,50,38
string_acoustic_015-054-075,string_acoustic_015,54,75,38
string_acoustic_015-054-100,string_acoustic_015,54,100,38
string_acoustic_015-054-127,string_acoustic_015,54,127,38
string_acoustic_016-054-025,string_acoustic_016,54,25,38
string_acoustic_016-054-050,string_acoustic_016,54,50,38
string_acoustic_016-054-075,string_acoustic_016,54,75,38
string_acoustic_016-054-100,string_acoustic_016,54,100,38
string_acoustic_016-054-127,string_acoustic_016,54,127,38
string_acoustic_017-054-025,string_acoustic_017,54,25,38
string_acoustic_017-054-050,string_acoustic_017,54,50,38
string_acoustic_017-054-075,string_acoustic_017,54,75,38
string_acoustic_017-054-100,string_acoustic_017,54,100,38
string_acoustic_017-054-127,string_acoustic_017,54,127,38
string_acoustic_018-054-025,string_acoustic_018,54,25,38
string_acoustic_018-054-050,string_acoustic_018,54,50,38
string_acoustic_018-054-075,string_acoustic_018,54,75,38
string_acoustic_018-054-100,string_acoustic_018,54,100,38
string_acoustic_018-054-127,string_acoustic_018,54,127,38
string_acoustic_019-054-025,string_acoustic_019,54,25,38
string_acoustic_019-054-050,string_acoustic_019,54,50,38
string_acoustic_019-054-075,string_acoustic_019,54,75,38
string_acoustic_019-054-100,string_acoustic_019,54,100,38
string_acoustic_019-054-127,string_acoustic_019,54,127,38
string_acoustic_020-054-025,string_acoustic_020,54,25,38
string_acoustic_020-054-050,string_acoustic_020,54,50,38
string_acoustic_020-054-075,string_acoustic_020,54,75,38
string_acoustic_020-054-100,string_acoustic_020,54,100,38
string_acoustic_020-054-127,string_acoustic_020,54,127,38
string_acoustic_021-054-025,string_acoustic_021,54,25,38
string_acoustic_021-054-050,string_acoustic_021,54,50,38
string_acoustic_021-054-075,string_acoustic_021,54,75,38
string_acoustic_021-054-100,string_acoustic_021,54,100,38
string_acoustic_021-054-127,string_acoustic_021,54,127,38
string_acoustic_022-054-025,string_acoustic_022,54,25,38
string_acoustic_022-054-050,string_acoustic_022,54,50,38
string_acoustic_022-054-075,string_acoustic_022,54,75,38
string_acoustic_022-054-100,string_acoustic_022,54,100,38
string_acoustic_022-054-127,string_acoustic_022,54,127,38
string_acoustic_023-054-025,string_acoustic_023,54,25,38
string_acoustic_023-054-050,string_acoustic_023,54,50,38
string_acoustic_023-054-075,string_acoustic_023,54,75,38
string_acoustic_023-054-100,string_acoustic_023,54,100,38
string_acoustic_023-054-127,string_acoustic_023,54,127,38
string_acoustic_024-054-025,string_acoustic_024,54,25,38
string_acoustic_024-054-050,string_acoustic_024,54,50,38
string_acoustic_024-054-075,string_acoustic_024,54,75,38
string_acoustic_024-054-100,string_acoustic_024,54,100,38
string_acoustic_024-054-127,string_acoustic_024,54,127,38
string_acoustic_028-054-025,string_acoustic_028,54,25,38
string_acoustic_028-054-050,string_acoustic_028,54,50,38
string_acoustic_028-054-075,string_acoustic_028,54,75,38
string_acoustic_028-054-100,string_acoustic_028,54,100,36
string_acoustic_028-054-127,string_acoustic_028,54,127,36
string_acoustic_029-054-025,string_acoustic_029,54,25,38
string_acoustic_029-054-050,string_acoustic_029,54,50,38
string_acoustic_029-054-075,string_acoustic_029,54,75,38
string_acoustic_029-054-100,string_acoustic_029,54,100,38
string_acoustic_029-054-127,string_acoustic_029,54,127,38
string_acoustic_030-054-025,string_acoustic_030,54,25,38
string_acoustic_030-054-050,string_acoustic_030,54,50,38
string_acoustic_030-054-075,string_acoustic_030,54,75,38
string_acoustic_030-054-100,string_acoustic_030,54,100,38
string_acoustic_030-054-127,string_acoustic_030,54,127,38
string_acoustic_033-054-025,string_acoustic_033,54,25,38
string_acoustic_033-054-050,string_acoustic_033,54,50,38
string_acoustic_033-054-075,string_acoustic_033,54,75,38
string_acoustic_033-054-100,string_acoustic_033,54,100,38
string_acoustic_033-054-127,string_acoustic_033,54,127,38
string_acoustic_037-054-025,string_acoustic_037,54,25,38
string_acoustic_037-054-050,string_acoustic_037,54,50,38
string_acoustic_037-054-075,string_acoustic_037,54,75,38
string_acoustic_037-054-100,string_acoustic_037,54,100,38
string_acoustic_037-054-127,string_acoustic_037,54,127,38
string_acoustic_040-054-025,string_acoustic_040,54,25,38
string_acoustic_040-054-050,string_acoustic_040,54,50,38
string_acoustic_040-054-075,string_acoustic_040,54,75,38
string_acoustic_040-054-100,string_acoustic_040,54,100,38
string_acoustic_040-054-127,string_acoustic_040,54,127,38
string_acoustic_042-054-025,string_acoustic_042,54,25,38
string_acoustic_042-054-050,string_acoustic_042,54,50,38
string_acoustic_042-054-075,string_acoustic_042,54,75,38
string_acoustic_042-054-100,string_acoustic_042,54,100,38
string_acoustic_042-054-127,string_acoustic_042,54,127,38
string_acoustic_043-054-025,string_acoustic_043,54,25,38
string_acoustic_043-054-050,string_acoustic_043,54,50,38
string_acoustic_043-054-075,string_acoustic_043,54,75,38
string_acoustic_043-054-100,string_acoustic_043,54,100,38
string_acoustic_043-054-127,string_acoustic_043,54,127,38
string_acoustic_044-054-025,string_acoustic_044,54,25,38
string_acoustic_044-054-050,string_acoustic_044,54,50,38
string_acoustic_044-054-075,string_acoustic_044,54,75,38
string_acoustic_044-054-100,string_acoustic_044,54,100,38
string_acoustic_044-054-127,string_acoustic_044,54,127,38
string_acoustic_045-054-025,string_acoustic_045,54,25,38
string_acoustic_045-054-050,string_acoustic_045,54,50,38
string_acoustic_045-054-075,string_acoustic_045,54,75,38
string_acoustic_045-054-100,string_acoustic_045,54,100,38
string_acoustic_045-054-127,string_acoustic_045,54,127,38
string_acoustic_048-054-025,string_acoustic_048,54,25,38
string_acoustic_048-054-050,string_acoustic_048,54,50,38
string_acoustic_048-054-075,string_acoustic_048,54,75,38
string_acoustic_048-054-100,string_acoustic_048,54,100,38
string_acoustic_048-054-127,string_acoustic_048,54,127,38
string_acoustic_049-054-025,string_acoustic_049,54,25,38
string_acoustic_049-054-050,string_acoustic_049,54,50,38
string_acoustic_049-054-075,string_acoustic_049,54,75,38
string_acoustic_049-054-100,string_acoustic_049,54,100,38
string_acoustic_049-054-127,string_acoustic_049,54,127,38
string_acoustic_051-054-025,string_acoustic_051,54,25,38
string_acoustic_051-054-050,string_acoustic_051,54,50,38
string_acoustic_051-054-075,string_acoustic_051,54,75,38
string_acoustic_051-054-100,string_acoustic_051,54,100,38
string_acoustic_051-054-127,string_acoustic_051,54,127,38
string_acoustic_052-054-025,string_acoustic_052,54,25,38
string_acoustic_052-054-050,string_acoustic_052,54,50,38
string_acoustic_052-054-075,string_acoustic_052,54,75,38
string_acoustic_052-054-100,string_acoustic_052,54,100,38
string_acoustic_052-054-127,string_acoustic_052,54,127,38
string_acoustic_054-054-025,string_acoustic_054,54,25,38
string_acoustic_054-054-050,string_acoustic_054,54,50,38
string_acoustic_054-054-075,string_acoustic_054,54,75,38
string_acoustic_054-054-100,string_acoustic_054,54,100,38
string_acoustic_054-054-127,string_acoustic_054,54,127,38
string_acoustic_059-054-025,string_acoustic_059,54,25,38
string_acoustic_059-054-050,string_acoustic_059,54,50,38
string_acoustic_059-054-075,string_acoustic_059,54,75,38
string_acoustic_059-054-100,string_acoustic_059,54,100,38
string_acoustic_059-054-127,string_acoustic_059,54,127,38
string_acoustic_060-054-025,string_acoustic_060,54,25,38
string_acoustic_060-054-050,string_acoustic_060,54,50,38
string_acoustic_060-054-075,string_acoustic_060,54,75,38
string_acoustic_060-054-100,string_acoustic_060,54,100,38
string_acoustic_060-054-127,string_acoustic_060,54,127,38
string_acoustic_061-054-025,string_acoustic_061,54,25,38
string_acoustic_061-054-050,string_acoustic_061,54,50,38
string_acoustic_061-054-075,string_acoustic_061,54,75,38
string_acoustic_061-054-100,string_acoustic_061,54,100,38
string_acoustic_061-054-127,string_acoustic_061,54,127,38
string_acoustic_063-054-025,string_acoustic_063,54,25,38
string_acoustic_063-054-050,string_acoustic_063,54,50,38
string_acoustic_063-054-075,string_acoustic_063,54,75,38
string_acoustic_063-054-100,string_acoustic_063,54,100,38
string_acoustic_063-054-127,string_acoustic_063,54,127,38
string_acoustic_064-054-025,string_acoustic_064,54,25,38
string_acoustic_064-054-050,string_acoustic_064,54,50,38
string_acoustic_064-054-075,string_acoustic_064,54,75,38
string_acoustic_064-054-100,string_acoustic_064,54,100,38
string_acoustic_064-054-127,string_acoustic_064,54,127,38
string_acoustic_068-054-025,string_acoustic_068,54,25,38
string_acoustic_068-054-050,string_acoustic_068,54,50,38
string_acoustic_068-054-075,string_acoustic_068,54,75,37
string_acoustic_068-054-100,string_acoustic_068,54,100,38
string_acoustic_068-054-127,string_acoustic_068,54,127,38
string_acoustic_069-054-025,string_acoustic_069,54,25,38
string_acoustic_069-054-050,string_acoustic_069,54,50,38
string_acoustic_069-054-075,string_acoustic_069,54,75,38
string_acoustic_069-054-100,string_acoustic_069,54,100,38
string_acoustic_069-054-127,string_acoustic_069,54,127,38
string_acoustic_073-054-025,string_acoustic_073,54,25,38
string_acoustic_073-054-050,string_acoustic_073,54,50,38
string_acoustic_073-054-075,string_acoustic_073,54,75,38
string_acoustic_073-054-100,string_acoustic_073,54,100,38
string_acoustic_073-054-127,string_acoustic_073,54,127,38
string_acoustic_074-054-025,string_acoustic_074,54,25,38
string_acoustic_074-054-050,string_acoustic_074,54,50,38
string_acoustic_074-054-075,string_acoustic_074,54,75,38
string_acoustic_074-054-100,string_acoustic_074,54,100,38
string_acoustic_074-054-127,string_acoustic_074,54,127,38
string_acoustic_076-054-025,string_acoustic_076,54,25,38
string_acoustic_076-054-050,string_acoustic_076,54,50,38
string_acoustic_076-054-075,string_acoustic_076,54,75,38
string_acoustic_076-054-100,string_acoustic_076,54,100,38
string_acoustic_076-054-127,string_acoustic_076,54,127,38
string_acoustic_077-054-025,string_acoustic_077,54,25,38
string_acoustic_077-054-050,string_acoustic_077,54,50,38
string_acoustic_077-054-075,string_acoustic_077,54,75,38
string_acoustic_077-054-100,string_acoustic_077,54,100,38
string_acoustic_077-054-127,string_acoustic_077,54,127,38
string_acoustic_079-054-025,string_acoustic_079,54,25,34
string_acoustic_079-054-050,string_acoustic_079,54,50,34
string_acoustic_081-054-025,string_acoustic_081,54,25,34
string_acoustic_081-054-050,string_acoustic_081,54,50,34
string_acoustic_082-054-025,string_acoustic_082,54,25,38
string_acoustic_082-054-050,string_acoustic_082,54,50,38
string_acoustic_082-054-075,string_acoustic_082,54,75,38
string_acoustic_082-054-100,string_acoustic_082,54,100,38
string_acoustic_082-054-127,string_acoustic_082,54,127,38
string_acoustic_083-054-025,string_acoustic_083,54,25,38
string_acoustic_083-054-050,string_acoustic_083,54,50,38
string_acoustic_083-054-075,string_acoustic_083,54,75,38
string_acoustic_083-054-100,string_acoustic_083,54,100,38
string_acoustic_083-054-127,string_acoustic_083,54,127,38
string_acoustic_086-054-025,string_acoustic_086,54,25,38
string_acoustic_086-054-050,string_acoustic_086,54,50,38
string_acoustic_086-054-075,string_acoustic_086,54,75,38
string_acoustic_086-054-100,string_acoustic_086,54,100,38
string_acoustic_086-054-127,string_acoustic_086,54,127,38
string_acoustic_087-054-025,string_acoustic_087,54,25,38
string_acoustic_087-054-050,string_acoustic_087,54,50,38
string_acoustic_087-054-075,string_acoustic_087,54,75,38
string_acoustic_087-054-100,string_acoustic_087,54,100,38
string_acoustic_087-054-127,string_acoustic_087,54,127,38
string_acoustic_089-054-025,string_acoustic_089,54,25,38
string_acoustic_089-054-050,string_acoustic_089,54,50,38
string_acoustic_089-054-075,string_acoustic_089,54,75,38
string_acoustic_089-054-100,string_acoustic_089,54,100,38
string_acoustic_089-054-127,string_acoustic_089,54,127,38
string_acoustic_001-055-025,string_acoustic_001,55,25,38
string_acoustic_001-055-050,string_acoustic_001,55,50,38
string_acoustic_001-055-075,string_acoustic_001,55,75,38
string_acoustic_001-055-100,string_acoustic_001,55,100,38
string_acoustic_001-055-127,string_acoustic_001,55,127,38
string_acoustic_002-055-025,string_acoustic_002,55,25,35
string_acoustic_002-055-050,string_acoustic_002,55,50,35
string_acoustic_002-055-075,string_acoustic_002,55,75,24
string_acoustic_002-055-127,string_acoustic_002,55,127,22
string_acoustic_003-055-025,string_acoustic_003,55,25,38
string_acoustic_003-055-050,string_acoustic_003,55,50,38
string_acoustic_003-055-075,string_acoustic_003,55,75,38
string_acoustic_003-055-100,string_acoustic_003,55,100,38
string_acoustic_003-055-127,string_acoustic_003,55,127,38
string_acoustic_006-055-025,string_acoustic_006,55,25,38
string_acoustic_006-055-050,string_acoustic_006,55,50,38
string_acoustic_006-055-075,string_acoustic_006,55,75,38
string_acoustic_006-055-100,string_acoustic_006,55,100,38
string_acoustic_006-055-127,string_acoustic_006,55,127,38
string_acoustic_007-055-025,string_acoustic_007,55,25,38
string_acoustic_007-055-050,string_acoustic_007,55,50,38
string_acoustic_007-055-075,string_acoustic_007,55,75,38
string_acoustic_007-055-100,string_acoustic_007,55,100,38
string_acoustic_007-055-127,string_acoustic_007,55,127,38
string_acoustic_008-055-025,string_acoustic_008,55,25,38
string_acoustic_008-055-050,string_acoustic_008,55,50,38
string_acoustic_008-055-075,string_acoustic_008,55,75,38
string_acoustic_008-055-100,string_acoustic_008,55,100,38
string_acoustic_008-055-127,string_acoustic_008,55,127,38
string_acoustic_009-055-025,string_acoustic_009,55,25,38
string_acoustic_009-055-050,string_acoustic_009,55,50,38
string_acoustic_009-055-075,string_acoustic_009,55,75,38
string_acoustic_009-055-100,string_acoustic_009,55,100,38
string_acoustic_009-055-127,string_acoustic_009,55,127,38
string_acoustic_010-055-075,string_acoustic_010,55,75,21
string_acoustic_010-055-100,string_acoustic_010,55,100,21
string_acoustic_011-055-025,string_acoustic_011,55,25,38
string_acoustic_011-055-050,string_acoustic_011,55,50,38
string_acoustic_011-055-075,string_acoustic_011,55,75,38
string_acoustic_011-055-100,string_acoustic_011,55,100,38
string_acoustic_011-055-127,string_acoustic_011,55,127,38
string_acoustic_013-055-025,string_acoustic_013,55,25,38
string_acoustic_013-055-050,string_acoustic_013,55,50,38
string_acoustic_013-055-075,string_acoustic_013,55,75,38
string_acoustic_013-055-100,string_acoustic_013,55,100,38
string_acoustic_013-055-127,string_acoustic_013,55,127,38
string_acoustic_015-055-025,string_acoustic_015,55,25,38
string_acoustic_015-055-050,string_acoustic_015,55,50,38
string_acoustic_015-055-075,string_acoustic_015,55,75,38
string_acoustic_015-055-100,string_acoustic_015,55,100,38
string_acoustic_015-055-127,string_acoustic_015,55,127,38
string_acoustic_016-055-025,string_acoustic_016,55,25,38
string_acoustic_016-055-050,string_acoustic_016,55,50,38
string_acoustic_016-055-075,string_acoustic_016,55,75,38
string_acoustic_016-055-100,string_acoustic_016,55,100,38
string_acoustic_016-055-127,string_acoustic_016,55,127,38
string_acoustic_017-055-025,string_acoustic_017,55,25,38
string_acoustic_017-055-050,string_acoustic_017,55,50,38
string_acoustic_017-055-075,string_acoustic_017,55,75,38
string_acoustic_017-055-100,string_acoustic_017,55,100,38
string_acoustic_017-055-127,string_acoustic_017,55,127,38
string_acoustic_018-055-025,string_acoustic_018,55,25,38
string_acoustic_018-055-050,string_acoustic_018,55,50,38
string_acoustic_018-055-075,string_acoustic_018,55,75,38
string_acoustic_018-055-100,string_acoustic_018,55,100,38
string_acoustic_018-055-127,string_acoustic_018,55,127,38
string_acoustic_019-055-025,string_acoustic_019,55,25,38
string_acoustic_019-055-050,string_acoustic_019,55,50,38
string_acoustic_019-055-075,string_acoustic_019,55,75,38
string_acoustic_019-055-100,string_acoustic_019,55,100,38
string_acoustic_019-055-127,string_acoustic_019,55,127,38
string_acoustic_020-055-025,string_acoustic_020,55,25,38
string_acoustic_020-055-050,string_acoustic_020,55,50,38
string_acoustic_020-055-075,string_acoustic_020,55,75,38
string_acoustic_020-055-100,string_acoustic_020,55,100,38
string_acoustic_020-055-127,string_acoustic_020,55,127,38
string_acoustic_021-055-025,string_acoustic_021,55,25,38
string_acoustic_021-055-050,string_acoustic_021,55,50,38
string_acoustic_021-055-075,string_acoustic_021,55,75,38
string_acoustic_021-055-100,string_acoustic_021,55,100,38
string_acoustic_021-055-127,string_acoustic_021,55,127,38
string_acoustic_022-055-025,string_acoustic_022,55,25,38
string_acoustic_022-055-050,string_acoustic_022,55,50,38
string_acoustic_022-055-075,string_acoustic_022,55,75,38
string_acoustic_022-055-100,string_acoustic_022,55,100,38
string_acoustic_022-055-127,string_acoustic_022,55,127,38
string_acoustic_023-055-025,string_acoustic_023,55,25,38
string_acoustic_023-055-050,string_acoustic_023,55,50,38
string_acoustic_023-055-075,string_acoustic_023,55,75,38
string_acoustic_023-055-100,string_acoustic_023,55,100,38
string_acoustic_023-055-127,string_acoustic_023,55,127,38
string_acoustic_024-055-025,string_acoustic_024,55,25,38
string_acoustic_024-055-050,string_acoustic_024,55,50,38
string_acoustic_024-055-075,string_acoustic_024,55,75,38
string_acoustic_024-055-100,string_acoustic_024,55,100,38
string_acoustic_024-055-127,string_acoustic_024,55,127,38
string_acoustic_026-055-025,string_acoustic_026,55,25,38
string_acoustic_026-055-050,string_acoustic_026,55,50,38
string_acoustic_026-055-075,string_acoustic_026,55,75,38
string_acoustic_026-055-100,string_acoustic_026,55,100,29
string_acoustic_026-055-127,string_acoustic_026,55,127,29
string_acoustic_027-055-075,string_acoustic_027,55,75,21
string_acoustic_027-055-100,string_acoustic_027,55,100,21
string_acoustic_028-055-025,string_acoustic_028,55,25,37
string_acoustic_028-055-050,string_acoustic_028,55,50,37
string_acoustic_028-055-075,string_acoustic_028,55,75,37
string_acoustic_028-055-100,string_acoustic_028,55,100,27
string_acoustic_028-055-127,string_acoustic_028,55,127,27
string_acoustic_029-055-025,string_acoustic_029,55,25,38
string_acoustic_029-055-050,string_acoustic_029,55,50,38
string_acoustic_029-055-075,string_acoustic_029,55,75,38
string_acoustic_029-055-100,string_acoustic_029,55,100,38
string_acoustic_029-055-127,string_acoustic_029,55,127,38
string_acoustic_030-055-025,string_acoustic_030,55,25,38
string_acoustic_030-055-050,string_acoustic_030,55,50,38
string_acoustic_030-055-075,string_acoustic_030,55,75,38
string_acoustic_030-055-100,string_acoustic_030,55,100,38
string_acoustic_030-055-127,string_acoustic_030,55,127,38
string_acoustic_032-055-025,string_acoustic_032,55,25,38
string_acoustic_032-055-050,string_acoustic_032,55,50,38
string_acoustic_032-055-075,string_acoustic_032,55,75,38
string_acoustic_032-055-100,string_acoustic_032,55,100,38
string_acoustic_032-055-127,string_acoustic_032,55,127,38
string_acoustic_033-055-025,string_acoustic_033,55,25,38
string_acoustic_033-055-050,string_acoustic_033,55,50,38
string_acoustic_033-055-075,string_acoustic_033,55,75,38
string_acoustic_033-055-100,string_acoustic_033,55,100,38
string_acoustic_033-055-127,string_acoustic_033,55,127,38
string_acoustic_034-055-025,string_acoustic_034,55,25,38
string_acoustic_034-055-050,string_acoustic_034,55,50,38
string_acoustic_034-055-075,string_acoustic_034,55,75,38
string_acoustic_034-055-100,string_acoustic_034,55,100,38
string_acoustic_034-055-127,string_acoustic_034,55,127,38
string_acoustic_035-055-025,string_acoustic_035,55,25,38
string_acoustic_035-055-050,string_acoustic_035,55,50,38
string_acoustic_035-055-075,string_acoustic_035,55,75,38
string_acoustic_035-055-100,string_acoustic_035,55,100,38
string_acoustic_035-055-127,string_acoustic_035,55,127,38
string_acoustic_036-055-025,string_acoustic_036,55,25,38
string_acoustic_036-055-050,string_acoustic_036,55,50,38
string_acoustic_036-055-075,string_acoustic_036,55,75,38
string_acoustic_036-055-100,string_acoustic_036,55,100,38
string_acoustic_036-055-127,string_acoustic_036,55,127,38
string_acoustic_037-055-025,string_acoustic_037,55,25,38
string_acoustic_037-055-050,string_acoustic_037,55,50,38
string_acoustic_037-055-075,string_acoustic_037,55,75,38
string_acoustic_037-055-100,string_acoustic_037,55,100,38
string_acoustic_037-055-127,string_acoustic_037,55,127,38
string_acoustic_040-055-025,string_acoustic_040,55,25,38
string_acoustic_040-055-050,string_acoustic_040,55,50,38
string_acoustic_040-055-075,string_acoustic_040,55,75,38
string_acoustic_040-055-100,string_acoustic_040,55,100,38
string_acoustic_040-055-127,string_acoustic_040,55,127,38
string_acoustic_042-055-025,string_acoustic_042,55,25,38
string_acoustic_042-055-050,string_acoustic_042,55,50,38
string_acoustic_042-055-075,string_acoustic_042,55,75,38
string_acoustic_042-055-100,string_acoustic_042,55,100,38
string_acoustic_042-055-127,string_acoustic_042,55,127,38
string_acoustic_043-055-025,string_acoustic_043,55,25,38
string_acoustic_043-055-050,string_acoustic_043,55,50,38
string_acoustic_043-055-075,string_acoustic_043,55,75,38
string_acoustic_043-055-100,string_acoustic_043,55,100,38
string_acoustic_043-055-127,string_acoustic_043,55,127,38
string_acoustic_044-055-025,string_acoustic_044,55,25,38
string_acoustic_044-055-050,string_acoustic_044,55,50,38
string_acoustic_044-055-075,string_acoustic_044,55,75,38
string_acoustic_044-055-100,string_acoustic_044,55,100,38
string_acoustic_044-055-127,string_acoustic_044,55,127,38
string_acoustic_045-055-025,string_acoustic_045,55,25,38
string_acoustic_045-055-050,string_acoustic_045,55,50,38
string_acoustic_045-055-075,string_acoustic_045,55,75,38
string_acoustic_045-055-100,string_acoustic_045,55,100,38
string_acoustic_045-055-127,string_acoustic_045,55,127,38
string_acoustic_046-055-100,string_acoustic_046,55,100,32
string_acoustic_047-055-025,string_acoustic_047,55,25,38
string_acoustic_047-055-050,string_acoustic_047,55,50,38
string_acoustic_047-055-075,string_acoustic_047,55,75,38
string_acoustic_047-055-100,string_acoustic_047,55,100,38
string_acoustic_047-055-127,string_acoustic_047,55,127,38
string_acoustic_048-055-025,string_acoustic_048,55,25,38
string_acoustic_048-055-050,string_acoustic_048,55,50,38
string_acoustic_048-055-075,string_acoustic_048,55,75,38
string_acoustic_048-055-100,string_acoustic_048,55,100,38
string_acoustic_048-055-127,string_acoustic_048,55,127,38
string_acoustic_049-055-025,string_acoustic_049,55,25,38
string_acoustic_049-055-050,string_acoustic_049,55,50,38
string_acoustic_049-055-075,string_acoustic_049,55,75,38
string_acoustic_049-055-100,string_acoustic_049,55,100,38
string_acoustic_049-055-127,string_acoustic_049,55,127,38
string_acoustic_051-055-025,string_acoustic_051,55,25,38
string_acoustic_051-055-050,string_acoustic_051,55,50,38
string_acoustic_051-055-075,string_acoustic_051,55,75,38
string_acoustic_051-055-100,string_acoustic_051,55,100,38
string_acoustic_051-055-127,string_acoustic_051,55,127,38
string_acoustic_052-055-025,string_acoustic_052,55,25,38
string_acoustic_052-055-050,string_acoustic_052,55,50,38
string_acoustic_052-055-075,string_acoustic_052,55,75,38
string_acoustic_052-055-100,string_acoustic_052,55,100,38
string_acoustic_052-055-127,string_acoustic_052,55,127,38
string_acoustic_054-055-025,string_acoustic_054,55,25,38
string_acoustic_054-055-050,string_acoustic_054,55,50,38
string_acoustic_054-055-075,string_acoustic_054,55,75,38
string_acoustic_054-055-100,string_acoustic_054,55,100,38
string_acoustic_054-055-127,string_acoustic_054,55,127,38
string_acoustic_055-055-025,string_acoustic_055,55,25,38
string_acoustic_055-055-050,string_acoustic_055,55,50,38
string_acoustic_055-055-075,string_acoustic_055,55,75,38
string_acoustic_055-055-100,string_acoustic_055,55,100,38
string_acoustic_055-055-127,string_acoustic_055,55,127,38
string_acoustic_059-055-025,string_acoustic_059,55,25,38
string_acoustic_059-055-050,string_acoustic_059,55,50,38
string_acoustic_059-055-075,string_acoustic_059,55,75,38
string_acoustic_059-055-100,string_acoustic_059,55,100,38
string_acoustic_059-055-127,string_acoustic_059,55,127,38
string_acoustic_060-055-025,string_acoustic_060,55,25,38
