clip_path,target_v,target_a,achieved_v,achieved_a,rating,loudness_gain,timestamp,rater
al_pool/pool_115.wav,-0.7468,-0.1996,-0.7468,-0.1996,1.0,1.5415,2026-07-03T22:03:41.912042,R05
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,0.0,0.2453,2026-07-03T22:03:49.188871,R05
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,1.0,0.5169,2026-07-03T22:03:56.147255,R05
al_pool/pool_068.wav,-0.6094,0.4325,-0.6094,0.4325,-1.0,0.1073,2026-07-03T22:04:00.341394,R05
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,0.0,0.2213,2026-07-03T22:04:07.866579,R05
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,0.0,0.1838,2026-07-03T22:04:15.539452,R05
al_pool/pool_032.wav,-0.6313,-0.6243,-0.6313,-0.6243,1.0,1.3882,2026-07-03T22:04:26.987886,R05
al_pool/pool_031.wav,-1.0,-0.2603,-1.0,-0.2603,1.0,0.2093,2026-07-03T22:04:35.622838,R05
al_pool/pool_008.wav,-0.803,0.5584,-0.803,0.5584,1.0,0.2546,2026-07-03T22:04:43.145607,R05
al_pool/pool_125.wav,-0.5671,-0.2128,-0.5671,-0.2128,0.0,0.2311,2026-07-03T22:04:49.857287,R05
al_pool/pool_028.wav,-0.9009,0.1011,-0.9009,0.1011,0.0,0.1507,2026-07-03T22:05:08.120422,R05
al_pool/pool_005.wav,-0.3681,0.9048,-0.3681,0.9048,-1.0,0.1804,2026-07-03T22:05:34.633993,R05
al_pool/pool_071.wav,-0.6077,1.0,-0.6077,1.0,-1.0,0.1055,2026-07-03T22:06:48.285648,R05
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,1.0,1.4299,2026-07-03T22:06:52.594286,R05
al_pool/pool_131.wav,-1.0,0.7596,-1.0,0.7596,0.0,0.3175,2026-07-03T22:07:12.331128,R05
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,1.0,0.8505,2026-07-03T22:07:20.731752,R05
al_pool/pool_038.wav,-1.0,1.0,-1.0,1.0,-1.0,0.1038,2026-07-03T22:07:28.356982,R05
al_pool/pool_121.wav,-0.3415,1.0,-0.3415,1.0,-1.0,0.097,2026-07-03T22:07:34.136844,R05
al_pool/pool_078.wav,-1.0,1.0,-1.0,1.0,0.0,0.3649,2026-07-03T22:07:42.397035,R05
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,0.0,0.1227,2026-07-03T22:07:48.800532,R05
al_pool/pool_126.wav,-0.3908,1.0,-0.3908,1.0,1.0,0.7817,2026-07-03T22:07:54.797749,R05
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,-1.0,0.3334,2026-07-03T22:11:32.644563,R06
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,0.0,0.4908,2026-07-03T22:11:44.756889,R06
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,-1.0,0.2528,2026-07-03T22:12:04.102661,R06
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,0.0,0.5591,2026-07-03T22:12:10.909499,R06
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,0.0,0.1341,2026-07-03T22:12:22.397395,R06
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,0.0,0.2786,2026-07-03T22:12:35.286977,R06
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,0.0,0.2331,2026-07-03T22:12:43.569797,R06
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,1.0,0.281,2026-07-03T22:12:54.134562,R06
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,0.0,1.223,2026-07-03T22:13:08.141315,R06
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,0.0,1.111,2026-07-03T22:13:22.675997,R06
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,0.0,0.6303,2026-07-03T22:13:38.211524,R06
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,-1.0,0.0669,2026-07-03T22:13:51.767474,R06
al_pool/pool_073.wav,-0.6324,0.6151,-0.6324,0.6151,1.0,0.1372,2026-07-03T22:13:59.651147,R06
al_pool/pool_024.wav,-0.7226,0.1696,-0.7226,0.1696,0.0,1.0949,2026-07-03T22:14:05.260067,R06
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,-1.0,0.6424,2026-07-03T22:14:11.956834,R06
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,0.0,0.2129,2026-07-03T22:14:18.508601,R06
al_pool/pool_115.wav,-0.7468,-0.1996,-0.7468,-0.1996,-1.0,1.5415,2026-07-03T22:14:23.841184,R06
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,1.0,0.1007,2026-07-03T22:14:31.512806,R06
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,0.0,0.1227,2026-07-03T22:14:40.297750,R06
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,1.0,0.1513,2026-07-03T22:14:52.738999,R06
al_pool/pool_067.wav,-0.9855,1.0,-0.9855,1.0,-1.0,0.1593,2026-07-03T22:15:01.737059,R05
al_pool/pool_082.wav,-0.8694,0.761,-0.8694,0.761,-1.0,0.1661,2026-07-03T22:15:14.499449,R06
al_pool/pool_123.wav,-1.0,-0.2376,-1.0,-0.2376,-1.0,0.149,2026-07-03T22:15:26.291123,R05
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,0.0,0.3736,2026-07-03T22:15:29.967459,R06
al_pool/pool_102.wav,-0.1949,0.1317,-0.1949,0.1317,0.0,0.3462,2026-07-03T22:15:33.399868,R05
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,-1.0,0.1375,2026-07-03T22:15:38.875226,R05
al_pool/pool_120.wav,-0.4857,-0.0652,-0.4857,-0.0652,0.0,0.3062,2026-07-03T22:15:39.591021,R06
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,-1.0,0.2453,2026-07-03T22:15:44.783156,R06
al_pool/pool_053.wav,-1.0,0.1415,-1.0,0.1415,1.0,1.434,2026-07-03T22:15:45.494590,R05
al_pool/pool_034.wav,-0.6735,0.3846,-0.6735,0.3846,1.0,0.1261,2026-07-03T22:15:50.580568,R06
al_pool/pool_035.wav,-0.5855,-0.61,-0.5855,-0.61,-1.0,0.1023,2026-07-03T22:15:51.209919,R05
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,1.0,0.2213,2026-07-03T22:15:56.283618,R06
al_pool/pool_021.wav,-1.0,0.8278,-1.0,0.8278,0.0,0.1976,2026-07-03T22:15:58.357517,R05
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,-1.0,0.1838,2026-07-03T22:16:01.008042,R06
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,0.0,0.281,2026-07-03T22:16:05.832658,R05
al_pool/pool_012.wav,-0.5391,-0.3714,-0.5391,-0.3714,0.0,0.3047,2026-07-03T22:16:06.412439,R06
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,1.0,0.8505,2026-07-03T22:16:12.014767,R06
al_pool/pool_026.wav,-1.0,0.6284,-1.0,0.6284,1.0,0.8509,2026-07-03T22:16:12.444829,R05
al_pool/pool_040.wav,-0.3351,0.83,-0.3351,0.83,-1.0,0.1723,2026-07-03T22:16:15.517991,R05
al_pool/pool_131.wav,-1.0,0.7596,-1.0,0.7596,-1.0,0.3175,2026-07-03T22:16:19.415137,R06
al_pool/pool_141.wav,-0.9408,-0.0981,-0.9408,-0.0981,0.0,0.3436,2026-07-03T22:16:22.286103,R05
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,0.0,0.1194,2026-07-03T22:16:26.172093,R06
al_pool/pool_122.wav,-0.8882,1.0,-0.8882,1.0,0.0,0.3877,2026-07-03T22:16:36.931125,R05
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,-1.0,0.3187,2026-07-03T22:16:38.055973,R06
al_pool/pool_023.wav,-0.7754,-0.0048,-0.7754,-0.0048,-1.0,0.379,2026-07-03T22:16:47.252074,R06
al_pool/pool_077.wav,-0.2807,0.3394,-0.2807,0.3394,-1.0,0.4853,2026-07-03T22:16:52.428325,R05
al_pool/pool_136.wav,-0.566,-0.5691,-0.566,-0.5691,0.0,0.2663,2026-07-03T22:16:59.320531,R05
al_pool/pool_054.wav,-0.507,1.0,-0.507,1.0,-1.0,0.1642,2026-07-03T22:17:03.431026,R05
al_pool/pool_039.wav,-0.5122,0.1044,-0.5122,0.1044,0.0,0.4943,2026-07-03T22:17:04.858107,R06
al_pool/pool_084.wav,-0.8207,0.3809,-0.8207,0.3809,-1.0,1.0537,2026-07-03T22:17:09.784393,R06
al_pool/pool_103.wav,-0.9453,0.3118,-0.9453,0.3118,0.0,0.0936,2026-07-03T22:17:12.984725,R05
al_pool/pool_008.wav,-0.803,0.5584,-0.803,0.5584,0.0,0.2546,2026-07-03T22:17:17.306810,R06
al_pool/pool_035.wav,-0.5855,-0.61,-0.5855,-0.61,1.0,0.1023,2026-07-03T22:17:24.897069,R06
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,1.0,0.1375,2026-07-03T22:17:28.405806,R06
al_pool/pool_079.wav,-0.8392,-0.4515,-0.8392,-0.4515,0.0,0.2381,2026-07-03T22:17:28.998157,R05
al_pool/pool_117.wav,-0.4995,0.3564,-0.4995,0.3564,0.0,0.1841,2026-07-03T22:17:33.522961,R06
al_pool/pool_080.wav,-1.0,0.8028,-1.0,0.8028,-1.0,0.1726,2026-07-03T22:17:36.394064,R05
al_pool/pool_028.wav,-0.9009,0.1011,-0.9009,0.1011,0.0,0.1507,2026-07-03T22:17:40.682837,R06
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,1.0,0.324,2026-07-03T22:17:46.394033,R06
al_pool/pool_125.wav,-0.5671,-0.2128,-0.5671,-0.2128,0.0,0.2311,2026-07-03T22:17:52.581855,R06
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,-1.0,1.4299,2026-07-03T22:18:00.240954,R06
al_pool/pool_104.wav,-0.938,0.1681,-0.938,0.1681,0.0,0.4367,2026-07-03T22:18:02.158672,R05
al_pool/pool_017.wav,-0.3586,0.2632,-0.3586,0.2632,-1.0,0.1225,2026-07-03T22:18:05.610281,R05
al_pool/pool_139.wav,-0.4859,0.7198,-0.4859,0.7198,0.0,0.4073,2026-07-03T22:18:05.830438,R06
al_pool/pool_098.wav,-0.6144,-0.0415,-0.6144,-0.0415,-1.0,0.5218,2026-07-03T22:18:10.499423,R06
al_pool/pool_056.wav,-0.5507,1.0,-0.5507,1.0,0.0,0.1146,2026-07-03T22:18:13.167813,R05
al_pool/pool_113.wav,-0.8921,-0.1253,-0.8921,-0.1253,0.0,0.208,2026-07-03T22:18:18.954936,R06
al_pool/pool_142.wav,-0.6017,-0.5358,-0.6017,-0.5358,1.0,0.2416,2026-07-03T22:18:20.343308,R05
al_pool/pool_123.wav,-1.0,-0.2376,-1.0,-0.2376,1.0,0.149,2026-07-03T22:18:24.536149,R06
al_pool/pool_009.wav,-0.8458,1.0,-0.8458,1.0,-1.0,0.0923,2026-07-03T22:18:25.004974,R05
al_pool/pool_019.wav,-0.9211,0.1093,-0.9211,0.1093,0.0,0.1624,2026-07-03T22:18:33.026928,R05
al_pool/pool_026.wav,-1.0,0.6284,-1.0,0.6284,0.0,0.8509,2026-07-03T22:18:40.389975,R06
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,1.0,1.223,2026-07-03T22:18:45.356689,R05
al_pool/pool_092.wav,-0.3781,0.4357,-0.3781,0.4357,-1.0,0.6122,2026-07-03T22:18:48.033411,R06
al_pool/pool_075.wav,-0.8321,1.0,-0.8321,1.0,0.0,0.1978,2026-07-03T22:18:51.772162,R05
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,0.0,0.5169,2026-07-03T22:18:53.587214,R06
al_pool/pool_087.wav,-0.8502,0.8605,-0.8502,0.8605,0.0,0.4189,2026-07-03T22:18:58.911372,R06
al_pool/pool_092.wav,-0.3781,0.4357,-0.3781,0.4357,1.0,0.6122,2026-07-03T22:18:59.555709,R05
al_pool/pool_140.wav,-0.6574,-0.3821,-0.6574,-0.3821,0.0,1.1944,2026-07-03T22:19:04.850803,R06
al_pool/pool_099.wav,-0.5711,1.0,-0.5711,1.0,-1.0,0.1022,2026-07-03T22:19:09.307943,R05
al_pool/pool_078.wav,-1.0,1.0,-1.0,1.0,0.0,0.3649,2026-07-03T22:19:09.818530,R06
al_pool/pool_105.wav,-0.4924,0.5897,-0.4924,0.5897,0.0,0.7113,2026-07-03T22:19:16.053775,R06
al_pool/pool_116.wav,-0.4763,-0.0804,-0.4763,-0.0804,0.0,0.1954,2026-07-03T22:19:16.373402,R05
al_pool/pool_113.wav,-0.8921,-0.1253,-0.8921,-0.1253,1.0,0.208,2026-07-03T22:19:22.501864,R05
al_pool/pool_076.wav,-0.6664,0.2622,-0.6664,0.2622,1.0,0.3813,2026-07-03T22:19:23.682456,R06
al_pool/pool_007.wav,-0.5714,1.0,-0.5714,1.0,-1.0,0.119,2026-07-03T22:19:27.653303,R05
al_pool/pool_135.wav,-0.3679,0.626,-0.3679,0.626,0.0,0.2871,2026-07-03T22:19:37.722470,R05
al_pool/pool_037.wav,-0.6563,0.888,-0.6563,0.888,0.0,0.1077,2026-07-03T22:19:40.506745,R06
al_pool/pool_103.wav,-0.9453,0.3118,-0.9453,0.3118,0.0,0.0936,2026-07-03T22:19:48.016939,R06
al_pool/pool_012.wav,-0.5391,-0.3714,-0.5391,-0.3714,0.0,0.3047,2026-07-03T22:19:49.963004,R05
al_pool/pool_118.wav,-0.7008,0.6861,-0.7008,0.6861,0.0,0.1078,2026-07-03T22:19:55.356207,R06
al_pool/pool_010.wav,-0.8147,1.0,-0.8147,1.0,1.0,0.7032,2026-07-03T22:19:56.408061,R05
al_pool/pool_003.wav,-0.6396,0.0642,-0.6396,0.0642,0.0,0.7766,2026-07-03T22:20:02.696667,R06
al_pool/pool_093.wav,-0.8828,0.4544,-0.8828,0.4544,-1.0,0.111,2026-07-03T22:20:03.868772,R05
al_pool/pool_077.wav,-0.2807,0.3394,-0.2807,0.3394,-1.0,0.4853,2026-07-03T22:20:09.175936,R06
al_pool/pool_005.wav,-0.3681,0.9048,-0.3681,0.9048,0.0,0.1804,2026-07-03T22:20:15.564665,R06
al_pool/pool_120.wav,-0.4857,-0.0652,-0.4857,-0.0652,0.0,0.3062,2026-07-03T22:20:19.292556,R05
al_pool/pool_101.wav,-0.8817,-0.0475,-0.8817,-0.0475,0.0,0.2357,2026-07-03T22:20:30.786269,R05
al_pool/pool_022.wav,-0.5925,1.0,-0.5925,1.0,-1.0,0.08,2026-07-03T22:20:33.915140,R05
al_pool/pool_079.wav,-0.8392,-0.4515,-0.8392,-0.4515,0.0,0.2381,2026-07-03T22:20:37.167314,R06
al_pool/pool_063.wav,-0.9299,0.6612,-0.9299,0.6612,0.0,0.1725,2026-07-03T22:20:40.001587,R05
al_pool/pool_011.wav,-0.4322,0.4195,-0.4322,0.4195,-1.0,0.113,2026-07-03T22:20:42.878965,R05
al_pool/pool_095.wav,-0.5894,0.9929,-0.5894,0.9929,-1.0,0.0826,2026-07-03T22:20:46.622113,R05
al_pool/pool_143.wav,-0.5512,-0.2732,-0.5512,-0.2732,1.0,1.2268,2026-07-03T22:20:53.056418,R05
al_pool/pool_090.wav,-0.4281,0.4589,-0.4281,0.4589,-1.0,0.1372,2026-07-03T22:20:58.277141,R05
al_pool/pool_085.wav,-0.9209,0.8343,-0.9209,0.8343,-1.0,0.1642,2026-07-03T22:21:03.509836,R05
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,0.0,0.324,2026-07-03T22:21:09.012503,R05
al_pool/pool_060.wav,-0.6284,1.0,-0.6284,1.0,0.0,0.2627,2026-07-03T22:21:15.768713,R05
al_pool/pool_108.wav,-0.5499,-0.262,-0.5499,-0.262,0.0,0.2317,2026-07-03T22:21:22.508925,R05
al_pool/pool_070.wav,-0.4478,0.4559,-0.4478,0.4559,1.0,0.3616,2026-07-03T22:21:28.795628,R05
al_pool/pool_066.wav,-0.8907,0.6001,-0.8907,0.6001,1.0,0.345,2026-07-03T22:21:35.694653,R05
al_pool/pool_093.wav,-0.8828,0.4544,-0.8828,0.4544,1.0,0.111,2026-07-03T22:21:36.786296,R06
al_pool/pool_053.wav,-1.0,0.1415,-1.0,0.1415,0.0,1.434,2026-07-03T22:21:44.407526,R06
al_pool/pool_130.wav,-0.6294,1.0,-0.6294,1.0,0.0,0.2217,2026-07-03T22:21:48.853079,R05
al_pool/pool_129.wav,-0.4891,0.281,-0.4891,0.281,0.0,0.2417,2026-07-03T22:21:55.796494,R05
al_pool/pool_140.wav,-0.6574,-0.3821,-0.6574,-0.3821,1.0,1.1944,2026-07-03T22:22:02.420300,R05
al_pool/pool_110.wav,-0.5891,0.1789,-0.5891,0.1789,-1.0,0.5219,2026-07-03T22:22:03.081235,R06
al_pool/pool_038.wav,-1.0,1.0,-1.0,1.0,-1.0,0.1038,2026-07-03T22:22:13.491860,R06
al_pool/pool_121.wav,-0.3415,1.0,-0.3415,1.0,-1.0,0.097,2026-07-03T22:22:27.216062,R06
al_pool/pool_118.wav,-0.7008,0.6861,-0.7008,0.6861,-1.0,0.1078,2026-07-03T22:22:31.138685,R05
al_pool/pool_061.wav,-1.0,1.0,-1.0,1.0,-1.0,0.4263,2026-07-03T22:22:33.326777,R06
al_pool/pool_044.wav,-0.8209,0.115,-0.8209,0.115,0.0,0.1229,2026-07-03T22:22:37.997183,R05
al_pool/pool_043.wav,-0.659,1.0,-0.659,1.0,0.0,0.2524,2026-07-03T22:22:47.580072,R05
al_pool/pool_078.wav,-1.0,1.0,-1.0,1.0,1.0,0.3649,2026-07-03T22:31:17.966857,R04
al_pool/pool_121.wav,-0.3415,1.0,-0.3415,1.0,-1.0,0.097,2026-07-03T22:31:23.674824,R04
al_pool/pool_061.wav,-1.0,1.0,-1.0,1.0,0.0,0.4263,2026-07-03T22:31:30.345558,R04
al_pool/pool_031.wav,-1.0,-0.2603,-1.0,-0.2603,1.0,0.2093,2026-07-03T22:31:34.272098,R04
al_pool/pool_067.wav,-0.9855,1.0,-0.9855,1.0,0.0,0.1593,2026-07-03T22:31:38.905821,R04
al_pool/pool_126.wav,-0.3908,1.0,-0.3908,1.0,0.0,0.7817,2026-07-03T22:32:05.086596,R04
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,0.0,0.3187,2026-07-03T22:32:22.286514,R04
al_pool/pool_123.wav,-1.0,-0.2376,-1.0,-0.2376,1.0,0.149,2026-07-03T22:32:29.310774,R04
al_pool/pool_131.wav,-1.0,0.7596,-1.0,0.7596,1.0,0.3175,2026-07-03T22:32:32.950615,R04
al_pool/pool_102.wav,-0.1949,0.1317,-0.1949,0.1317,0.0,0.3462,2026-07-04T18:26:21.112157,R04
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,-1.0,0.324,2026-07-04T18:26:26.849885,R04
al_pool/pool_129.wav,-0.4891,0.281,-0.4891,0.281,-1.0,0.2417,2026-07-04T18:26:33.453997,R04
al_pool/pool_012.wav,-0.5391,-0.3714,-0.5391,-0.3714,-1.0,0.3047,2026-07-04T18:26:40.572161,R04
al_pool/pool_005.wav,-0.3681,0.9048,-0.3681,0.9048,-1.0,0.1804,2026-07-04T18:26:46.841364,R04
al_pool/pool_053.wav,-1.0,0.1415,-1.0,0.1415,0.0,1.434,2026-07-04T18:26:55.372608,R04
al_pool/pool_070.wav,-0.4478,0.4559,-0.4478,0.4559,0.0,0.3616,2026-07-04T18:27:08.147823,R04
al_pool/pool_139.wav,-0.4859,0.7198,-0.4859,0.7198,-1.0,0.4073,2026-07-04T18:27:13.754608,R04
al_pool/pool_122.wav,-0.8882,1.0,-0.8882,1.0,0.0,0.3877,2026-07-04T18:27:20.655835,R04
al_pool/pool_021.wav,-1.0,0.8278,-1.0,0.8278,0.0,0.1976,2026-07-04T18:27:27.710004,R04
al_pool/pool_035.wav,-0.5855,-0.61,-0.5855,-0.61,-1.0,0.1023,2026-07-04T18:27:32.595137,R04
al_pool/pool_054.wav,-0.507,1.0,-0.507,1.0,-1.0,0.1642,2026-07-04T18:27:38.781920,R04
al_pool/pool_026.wav,-1.0,0.6284,-1.0,0.6284,0.0,0.8509,2026-07-04T18:27:45.101965,R04
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,0.0,0.3334,2026-07-04T19:11:43.917935,R07
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,-1.0,0.4908,2026-07-04T19:11:49.333739,R07
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,1.0,0.2528,2026-07-04T19:11:56.609696,R07
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,1.0,0.5591,2026-07-04T19:12:02.771062,R07
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,-1.0,0.1341,2026-07-04T19:12:09.576239,R07
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,0.0,0.2786,2026-07-04T19:12:15.780898,R07
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,0.0,0.2331,2026-07-04T19:12:22.976574,R07
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,0.0,0.281,2026-07-04T19:12:30.796814,R07
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,0.0,1.223,2026-07-04T19:12:39.727876,R07
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,1.0,1.111,2026-07-04T19:13:03.720143,R07
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,1.0,0.6303,2026-07-04T19:13:15.586237,R07
al_pool/pool_109.wav,-0.7507,0.2773,-0.7507,0.2773,-1.0,0.096,2026-07-04T19:13:31.373162,R07
al_pool/pool_014.wav,-0.6752,-0.106,-0.6752,-0.106,-1.0,0.4422,2026-07-04T19:13:35.338124,R07
al_pool/pool_048.wav,-0.703,0.6369,-0.703,0.6369,-1.0,0.1079,2026-07-04T19:13:39.957327,R07
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,-1.0,0.0669,2026-07-04T19:13:45.590527,R07
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,0.0,0.2129,2026-07-04T19:13:53.941652,R07
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,-1.0,0.6424,2026-07-04T19:14:00.659225,R07
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,0.0,0.1227,2026-07-04T19:14:09.062219,R07
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,-1.0,0.1007,2026-07-04T19:14:17.452208,R07
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,-1.0,0.3736,2026-07-04T19:14:35.105563,R07
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,0.0,0.1513,2026-07-04T19:14:45.486661,R07
al_pool/pool_088.wav,-0.4576,0.5662,-0.4576,0.5662,1.0,1.4369,2026-07-04T19:14:51.874375,R07
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,1.0,0.5169,2026-07-04T19:14:56.180295,R07
al_pool/pool_131.wav,-1.0,0.7596,-1.0,0.7596,-1.0,0.3175,2026-07-04T19:15:03.502508,R07
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,1.0,0.2453,2026-07-04T19:15:09.805421,R07
al_pool/pool_036.wav,-0.6371,-0.3126,-0.6371,-0.3126,1.0,0.3189,2026-07-04T19:15:14.554043,R07
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,0.0,0.1838,2026-07-04T19:15:18.173949,R07
al_pool/pool_068.wav,-0.6094,0.4325,-0.6094,0.4325,-1.0,0.1073,2026-07-04T19:15:29.709434,R07
al_pool/pool_110.wav,-0.5891,0.1789,-0.5891,0.1789,0.0,0.5219,2026-07-04T19:15:41.114128,R07
al_pool/pool_044.wav,-0.8209,0.115,-0.8209,0.115,0.0,0.1229,2026-07-04T19:15:52.461421,R07
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,0.0,0.1194,2026-07-04T19:15:57.092391,R07
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,1.0,0.3334,2026-07-05T14:27:40.619943,R08
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,0.0,0.4908,2026-07-05T14:28:11.619072,R08
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,1.0,0.2528,2026-07-05T14:28:32.457175,R08
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,0.0,0.5591,2026-07-05T14:29:37.535692,R08
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,-1.0,0.1341,2026-07-05T14:29:56.188203,R08
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,1.0,0.2786,2026-07-05T14:30:10.279312,R08
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,1.0,0.2331,2026-07-05T14:30:29.238653,R08
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,1.0,0.281,2026-07-05T14:30:41.702599,R08
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,-1.0,1.223,2026-07-05T14:30:48.716241,R08
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,-1.0,1.111,2026-07-05T14:30:56.384112,R08
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,0.0,0.0669,2026-07-05T14:32:25.547271,R08
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,-1.0,0.6303,2026-07-05T14:32:35.100467,R08
al_pool/pool_073.wav,-0.6324,0.6151,-0.6324,0.6151,0.0,0.1372,2026-07-05T14:32:49.972906,R08
al_pool/pool_000.wav,-0.7446,0.2323,-0.7446,0.2323,1.0,0.1107,2026-07-05T14:32:57.139214,R08
al_pool/pool_014.wav,-0.6752,-0.106,-0.6752,-0.106,1.0,0.4422,2026-07-05T14:33:04.876300,R08
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,0.0,0.6424,2026-07-05T14:33:14.334931,R08
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,0.0,0.2129,2026-07-05T14:33:23.063878,R08
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,1.0,0.3736,2026-07-05T14:33:30.181701,R08
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,1.0,0.1227,2026-07-05T14:33:37.595069,R08
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,1.0,0.1007,2026-07-05T14:33:44.855065,R08
al_pool/pool_082.wav,-0.8694,0.761,-0.8694,0.761,0.0,0.1661,2026-07-05T14:33:52.132317,R08
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,0.0,0.1513,2026-07-05T14:34:00.860502,R08
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,-1.0,0.5169,2026-07-05T14:34:07.373574,R08
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,1.0,0.2453,2026-07-05T14:34:15.060123,R08
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,1.0,0.2213,2026-07-05T14:34:20.438061,R08
